MBIID	rating_mean_cat1	rating_mean_cat2	rating_mean_cat3	rating_mean_cat4	rating_mean_cat5	rating_mean_cat6	rating_mean_cat7	rating_mean_cat8	rating_mean_cat9
B095477	0	1.556	-0.222	-0.778	0.667	-2.556	-1.111	-1.556	-0.444
B096121	0.222	-0.222	2	-0.333	1.778	-2.556	-1.889	-1.222	-2.444
B097463	0.667	-0.667	2.333	-2.111	2.111	-3	-2	0	-3
B097569	0.222	-0.556	1	-0.556	1.778	-3	-1.556	-2.778	-2.889
B097600	1.667	1.667	2.111	0.444	2.111	-2.889	-2.222	0.889	-2.111
B097634	0.444	0.667	0.889	0.667	1.556	-1.889	-0.889	0.556	0.333
B097994	0.333	-0.889	1	-0.556	1	-1.889	-0.667	-1	-1.778
B098063	2	-1.333	2.778	-0.556	0.889	-2.889	-2.444	-0.111	-2.778
B098116	2.111	1.667	3	0.667	3	-3	-1.778	-1	-1.556
B098126	2.444	1.667	2.667	-0.556	1.889	-2.778	-2.444	1.667	-1.778
B098153	1.889	-2.111	2.778	-1.667	2.222	-3	-3	-2.111	-3
B098203	1.667	0.778	2.222	-0.444	2.444	-1.333	-1.667	-0.444	-2.556
B098639	0.778	0.333	1.667	0.222	1.889	-0.778	-0.333	1.222	-1
B098888	0.556	0.556	1	0	0.778	-0.333	-0.111	0.222	0.556
B099173	1.667	0.333	1.222	-1	2.556	-3	-1.889	-1.111	-2.889
B099361	0.667	0.444	2	1.222	2.444	-3	0.889	-0.111	0.333
B099595	1.667	0.222	1.222	0.111	2.444	-2.778	-2.667	1.333	-3
B099859	1.889	1.444	1.222	0	2.778	-3	-3	1.222	-3
B100298	1	0.222	2	-0.111	2.444	-3	-3	-1.444	-3
B100588	0.333	0.444	0.222	0.222	1.111	-2.444	-0.667	1.222	-1.889
B100835	1.778	2.444	2.667	1.889	2.667	-0.667	1.222	2.556	-2.111
B101489	2.333	1	1.667	0.556	1.778	-2.222	-1.222	1.333	-2.444
B101599	1	0.222	2.222	0.778	2.333	-2.556	1.222	-0.667	-2.222
B105507	0	0.556	2.667	-0.778	1	-3	-2.111	-1.556	-1.778
B105937	1.667	0.556	1.778	-0.556	1.889	-2.667	-2.222	-0.556	-2.556
B106042	1.444	0.556	1.889	-0.222	2.556	-3	-1.778	1.333	-2.333
B106054	2.111	1	1.222	0.111	1.889	-1.444	-0.889	0.889	-1.333
B106120	1.222	0	2.444	0	2.222	-2.111	-2	1.556	-2.111
B106157	0.111	0.222	1.556	-0.444	2.222	-3	-1.667	-1.444	-3
B106265	1.333	1.889	1.556	0.778	2.889	-2.667	-2.778	1.111	-2.222
B106291	3	0.556	3	0.444	2.667	-3	-2.778	-0.778	-3
B106310	1.333	1.222	2.444	-0.444	2.889	-1.444	-0.111	-1	-0.889
B106445	0.222	-0.222	1.667	-0.333	2	-2.889	-3	-1.556	-2.333
B106456	0	0	0	0	0	0	0	0	0
B106689	2.333	0.556	1.222	0.111	1.333	-2.667	0.333	1	0.778
B106992	0.889	-0.333	0.667	-0.222	0.889	-1.556	-1.778	0.222	-2.111
B108996	0.333	0.333	1.556	-0.222	2.333	-2.889	-1.889	-3	-2.111
B109323	2.111	0.778	0.222	0.444	2.556	-2.556	-2.889	1.333	-2.778
B109874	0.667	0.556	0.667	-0.778	1.889	-3	-1.889	-0.889	-3
B110751	0	0.444	0.667	-0.222	1.111	-1.889	-0.889	0.778	-1.111
B110968	1.111	0.111	2	0.222	0.778	-1.333	0.111	1.111	-2.111
B110988	0	1.111	2.111	-0.444	2.444	-2.778	-2.333	-0.444	-3
B111014	1.111	0	2.222	-0.444	2.667	-3	-3	-0.333	-3
B111179	0.889	-1.111	1.111	-0.444	0.778	-2.778	-3	0.667	-3
B111186	1	1.111	1.111	0.111	1.556	-2.111	-2.222	1.111	-1
B111343	0.778	0.556	1.889	-0.111	1.778	-2.667	-0.667	-1.667	-1.444
B111388	0.667	0.222	2	-0.444	0.889	-2.778	-2.778	0.111	-2
B111529	1.889	-0.111	1.556	-0.333	1.889	-3	-2.889	1.333	-2.222
B113269	1.111	0.778	2.222	-0.333	2.111	-2.556	-1.667	-0.111	-1.778
B113293	1.556	0.889	1.556	0.111	2.444	-2	0.222	-1.667	-1.444
B114204	0.222	0.333	1.111	-0.333	1.556	-2.778	-2.556	1.556	-2.111
B122352	1.222	0.333	-0.778	-0.333	1.667	-2.889	-1.778	-2.889	-2.889
B127119	0.889	0.667	2.778	-0.111	2.667	-2.444	-2.111	-0.556	-2.667
B130010	2.444	-0.667	2.333	-0.222	2.889	-3	-3	-2.778	-3
B133745	0.889	-0.889	2.222	-0.444	1.667	-2.889	-3	0.444	-2.667
B134918	0.667	0.333	0.444	0.111	0.889	-1.889	-1.111	1.111	-2
B135273	1.222	0.889	2.444	-0.222	2.889	-2.333	-0.667	-0.333	-2.889
B138057	-0.667	-0.667	1.889	-0.889	0.333	-3	-1.889	-1.667	-0.889
B138102	2.333	-0.444	2.778	-0.667	2	-3	-2.667	-1	-3
B138139	2.667	1.444	2.333	-0.333	3	-3	-3	1.667	-3
B138286	2	2.333	2.333	0.333	2.889	-2.778	-2.556	1.889	-2
B138504	-0.444	-0.444	1.778	-0.222	1.889	-3	-2.333	0.222	-3
B138534	0.444	-1.111	1.667	-1	1.444	-3	-2.444	-1.667	-3
B138569	0.444	0	1.667	-1.556	2	-3	-2.556	0.667	-3
B138630	0.778	0.667	2.111	-0.222	1.889	-2	-1.889	0.889	-3
B138710	0.667	0.111	1.333	0	0.778	0	0	0.444	0
B141701	1.333	0.889	1.667	0.111	2	-2.222	-1.444	1.111	-2.111
B142011	0.333	0.111	1	0	0.556	-0.333	-0.333	1	-0.222
B142184	-1.111	0	0	-1.111	0.222	-2.111	-1.222	0.444	-2.778
B142804	0.333	-0.222	1.222	-0.111	1.222	-1.556	-1.222	1	-2
B142878	0	0	0	0	0	0	0	0	0
B142949	2.111	1.889	2.111	0.889	2.333	-3	-2.333	2	-3
B143037	2.222	0.222	2.444	-0.556	1.778	-3	-3	0.667	-3
B143169	0.556	0.778	1.556	-0.556	2.444	-2.556	-1	-1.667	-2.444
B143252	0.444	0.111	3	-0.778	1.333	-3	-3	0.889	-2.889
B143550	1	0.333	0.889	0	0.889	-2	-1.333	1	-1.778
B143582	0	0	0	0	0	0	0	0	0
B144732	1.556	0.556	1.333	0.556	2.556	-2.333	-0.222	0.667	-0.333
B144749	0.778	0.333	2.333	-0.444	1.889	-3	-3	0	-3
B144751	2.222	1.222	3	-0.556	2.778	-2.889	-2.222	-0.667	-1.778
B144787	3	2	1	0.444	2.333	-3	-2.889	2.444	-2.889
B144976	2.556	-1	2.556	0.222	2.333	-2.889	-1.556	-0.667	-2.889
B145918	1.667	0.778	2.444	0.778	2.333	-2.333	-1.222	0.111	-2.889
B147758	0.667	-0.778	-1.111	-0.222	1.889	-2.111	-1.556	-0.111	-0.556
B147896	1.333	0.222	2.667	-0.556	2.333	-2.556	-2.556	-0.889	-1.667
B147902	-0.111	-0.111	2.333	-0.333	1.444	-2.444	-1.222	0.222	-2.778
B148147	-0.444	-0.222	0.778	-0.556	0.889	-2.778	-2.889	-1.556	-2.667
B148438	0.333	1	0.222	-0.222	0.556	-1.333	-1	1.111	-1.444
B148441	1	-2.444	2.889	-0.778	1.667	-3	-2.889	-3	-3
B148453	0.556	0.333	0	0	0.444	-2.333	-0.444	0.556	-2.222
B148459	2.778	0.111	2.889	0.556	2.889	-3	-2.556	1.111	-3
B148466	-1.556	-0.889	0.222	-0.111	0.556	-2.778	-0.889	-0.556	-1.111
B148474	1.667	0	1.333	-0.444	1.889	-2.667	-1.556	1.222	-3
B148487	1.222	1.667	1.889	-0.333	2.444	-2	-0.333	-0.556	-2.667
B148491	1.333	-0.333	2.222	-0.556	1.111	-2.889	-2	-0.333	-1.222
B148580	1.667	0	2	-0.333	2.778	-2.889	-1.778	-0.778	-2.333
B148606	1.333	0.556	1.333	-0.111	2.111	-2.778	-2.333	1	-2.778
B148612	2.778	-2.556	3	-0.556	0.889	1	1.333	-3	0.111
B148618	1	-1.667	1	-1.111	-0.889	-2	-2.111	-0.222	-2.556
B148628	1.444	-0.111	0.778	-0.333	1.222	-3	-2.667	-0.556	-3
B148699	0.889	0.667	-0.444	0.222	2.778	-1.333	-1.444	1	0
B149903	-1.111	0.778	-1.444	-2.444	1.889	-3	-2.222	-1.222	-3
B151491	1.889	-0.889	0.556	-0.222	1.778	-3	-1.667	-2.222	-2.889
B151793	1.111	-1	-0.333	0	0.111	-2.556	-1.444	-0.667	-2.778
B151922	1.222	0.778	2.667	0	1.889	-2.556	-1.111	1.778	0.222
B152373	1.556	-0.222	0.222	-0.111	0.444	-2.333	-1.667	0.556	-2
B152395	1.333	0.667	2.889	0.111	2.889	-2.778	-1.333	0.333	-2.556
B152441	2.333	1.222	1.889	-0.333	1.889	-2.889	-2.111	0.111	-2.333
B152457	-0.778	1	0.333	-0.111	2	-2.889	-1.333	1.667	-0.778
B152503	2.667	0	0.111	-0.444	2.222	-3	-2.556	0.333	-3
B152512	0.444	-0.222	0.889	-0.333	0.778	-1.889	-0.667	-0.889	-1.556
B152635	0.111	-0.556	0.889	-0.556	1.444	-1.778	-1.333	0.778	-1.333
B152695	1.222	-0.444	2.556	0.222	1.778	-2.889	0	-1.444	0.111
B152720	2.889	0.778	2.333	0.444	2.556	-2.667	-2	1.556	-1.111
B152789	0	0.889	1.778	-0.667	2	-3	-1.667	0.778	-1
B152800	2	0.778	2.889	1.222	2.778	-3	-0.778	0.444	-2
B153176	0.778	0	0.222	0	0.556	0	0.111	0	0
B153750	0.556	0.556	0.889	-0.222	2.556	-3	-2.778	-0.111	-3
B154420	2.556	1	1.556	0.444	1.667	-2.333	-1.556	-0.556	-2.889
B154647	0.667	0.222	1.222	-0.111	2.222	-2.778	-1	0	-2.444
B155822	2	1.444	2.333	-1.111	3	-3	-3	-0.222	-3
B156360	2.111	-1	2.889	0.333	2.556	-3	-3	-0.778	-3
B156863	0.444	-0.222	-0.778	-0.556	0.333	-3	-1.778	-0.333	-2.667
B156938	1.444	0.333	2.556	-0.444	2.556	-2.556	-1.889	1.111	-1
B157157	1.556	-1.889	2.333	-1.556	0.111	-3	-2.111	-1.778	-1.889
B157194	2.111	-0.222	3	-0.222	3	-3	-3	-1	-2.667
B157300	1.333	-0.778	2.111	0.111	1.667	-2.778	-2.222	-0.444	-0.667
B157710	1	0.667	1.889	0.111	2.333	-1.778	-0.444	2.222	-1.333
B157936	0.111	0.444	1.222	-0.111	0.778	-2	-0.889	0.222	-0.667
B157943	1.222	-0.333	2.333	0	2.556	-3	-0.222	-1.111	-0.667
B158038	0.889	0.222	2.111	0.222	1.111	-2.444	-1.778	0.444	-2.556
B158271	1.889	1.222	2.111	1.444	1.667	-0.556	1.111	-0.778	-1.222
B158547	1.889	0.556	1.222	-0.111	1.444	-3	-3	1.889	-2.333
B158663	0.667	1.333	1.778	0.222	2.333	-1.333	0.222	1.667	-2.222
B158876	1	0.333	0.889	0.333	0.889	-1.556	-1.889	1	-0.667
B159002	1.111	0.111	1.667	0.333	1.778	-2.667	-1.111	1	-1.667
B159064	1	-1.222	-0.778	-0.667	2.333	-3	-2.778	-2.333	-3
B159083	2.222	2.222	2	0.333	2.778	-3	-1.889	-0.778	-2.222
B159322	0.667	0.333	2	-0.556	1.333	-2.667	-2.333	1	-2.778
B159433	-1.556	-2.111	-2.889	-1.444	-2.889	-1.111	-2.222	-2.222	-2
B159575	0.111	-0.889	2.333	0	0.667	-3	-3	0	-3
B159675	1.556	-0.111	2.222	0.556	2	-2.667	-2.333	1	-2.556
B159913	-0.556	-0.444	1	-0.444	1.778	-3	-2.111	-1.333	-2.444
B159962	2.222	1.667	1.667	0.667	2.444	-2.111	-0.889	1.889	-3
B160212	1.111	1.444	2.778	0.333	2.444	-3	-3	-0.667	-1.333
B160768	1.111	1.889	1.889	1.556	2.222	-2.111	-0.333	1.667	0.556
B160891	2.333	1.222	2.889	0.667	3	-3	-2.444	0.222	-1.111
B161002	0.667	-0.333	2.222	0	1.778	-2.778	-1	0.778	-0.556
B161142	2	0.222	2.667	-0.556	2.778	-3	-2.556	0.444	-2.556
B161525	0.222	0	0	-0.556	0.667	-3	-2.556	0.222	-2.889
B161638	1	-0.444	1.556	-0.778	1.556	-2.889	-2.222	-1.889	-3
B162391	1.778	0.778	3	0.222	1.444	-3	0.333	-2	-1.111
B162528	2.333	1.667	2.333	0	3	-2.667	-2	-0.667	-2.667
B162741	1	1	0.889	-0.778	1.111	-2.667	-0.667	0.222	0.333
B162797	0.444	0.222	2.222	0	2.556	-3	-3	-0.222	-2.778
B162823	2.333	0.889	2.444	0.111	2.333	-3	-2.222	-1.556	-0.667
B163024	2.111	1.556	2	0.889	2.889	-2.333	-2.111	1.667	-2
B163025	1.667	0.444	2.556	-0.111	1.333	-3	-2.889	1.222	-2.889
B163042	1.444	1.111	2.333	0.111	2.333	-2.889	-2.667	1.889	-3
B163047	2.889	2.889	3	1.667	2.667	2.889	2	3	2.889
B163052	1.889	-0.444	1.889	-0.111	1.778	-3	-3	0.333	-2.667
B163097	1.444	0.444	0.222	0.111	2.556	-2.556	-2.222	0.333	-3
B163098	1.444	-0.111	1.222	-0.111	2	-3	-3	0.444	-0.778
B163124	-0.889	-0.222	1.889	-1.889	0	-1.333	1.111	-0.778	0.444
B163129	1.333	-0.111	1	-0.111	1.889	-2.778	-2	-0.778	-1.889
B163147	2	0.444	2	-0.111	1.222	-2.556	-2.333	1.333	-1.778
B163171	1.222	1	2.222	-0.222	2.556	-2.889	-2.111	0.667	-1.333
B163175	0	-0.778	1.778	-0.444	1.667	-3	-1.444	-2.333	-2.111
B163207	2	0.333	1.444	0.444	1.667	-2.222	-2	0.111	-1.556
B163222	1.556	1	2	-1	2.333	-3	-2.444	-0.444	-2.778
B163229	0.556	1.333	1.667	-1.444	0	-0.667	1.111	1.556	1.222
B163231	1.889	0.444	2.222	0.111	1.444	-2.889	-2.889	1.444	-1.778
B163275	0	0	0	0	0	0	0	0	0
B163288	0.444	1.222	2.333	-0.889	2.333	-2.333	-0.778	0.889	-1.889
B163304	-0.667	-0.556	0.778	-1	0.333	-2.889	-2.333	-2.667	-2.778
B163311	-1.222	-1.889	1.556	-1.667	1.889	-2.889	-1.889	-3	-2.889
B163313	1.333	-0.222	1.556	0.222	1	-0.333	1.222	-0.889	0.889
B163341	0.444	0.333	2.444	0	2	-1.222	-0.333	-0.667	-0.889
B163369	-2.667	-3	1.444	-3	-0.889	-3	-3	-1.333	-3
B163386	1.222	0.222	2.222	-0.889	1.222	-3	-1.333	0.111	-1.556
B163475	1.111	-0.444	1.778	-0.333	1.444	-2.667	-1.667	0.889	-2.889
B163482	0.778	-0.111	2.667	-0.222	1.667	-2.444	-3	1.667	-2.444
B163503	0	0.333	0	0	0	0	0	1.667	0
B163526	-0.222	-1.667	1.444	-2.111	2.333	-3	-1.556	-2.778	-1.111
B163529	0.778	1.778	1.889	-0.444	2.222	-2.778	-2.111	2	-2.222
B163540	0.556	0.556	2.556	-0.222	2.222	-2.889	-2.556	1.222	-1.444
B163549	2.667	1.222	1.556	0.778	2.667	-3	-2.667	-2.444	-3
B163563	2.778	2.556	3	2	2.889	-1.222	2	2.556	2.222
B163581	2.889	1	1.889	-0.222	2.111	-2.778	-1.222	1.778	-2.889
B163627	1.222	-0.333	2.111	-0.667	0.667	-2.333	-1.333	-0.111	-2.222
B163690	2.111	2.222	3	0.778	3	-1.778	0.333	0.222	-1.667
B163692	0.333	0	1.889	-0.333	0.667	-2.667	-2.222	0.333	-1.778
B163782	0.111	0	1.444	-0.111	1.333	-2.889	-2.444	1.111	-2.333
B163787	2.778	0.222	2.778	0.333	2.667	-3	-2.889	-0.111	-3
B163858	3	2.444	2.111	1.556	2.889	-1	-1.333	2.667	-2.556
B163910	0.889	-0.222	2.333	0.333	1.444	-2	-2.556	-0.222	-3
B163983	-0.444	-0.444	1.333	-0.222	1	-2.667	-1.556	-0.111	-2.333
B164014	0.111	-0.222	-0.111	0	0	-0.778	-0.444	0.556	0.444
B164114	0.556	-1.222	1.667	-0.333	1.556	-2	-1.667	-3	-0.667
B164122	1.556	0.222	1.111	0.444	2.222	-1.111	-1.667	-0.444	-2.556
B164128	1.778	-1.556	1.556	-0.444	1.111	-2.889	-2.333	-2.556	-3
B164134	-0.111	0.333	2.778	-0.111	2.667	-2.556	-2.556	-0.556	-2.889
B164166	0.111	-0.222	2.444	-0.333	2.556	-2.778	1	-1.333	-1.222
B164193	2.222	1	0.667	0.444	1.556	-2	-1.444	1	-0.556
B164210	0.556	0	0.333	0.111	1.111	-0.667	-0.556	0.111	-1.556
B164293	0.111	-0.778	0.333	0	1.667	-1.556	-1.556	0.111	-1.444
B164302	2.667	2.111	3	0.667	2.889	-2.778	-2.444	0.444	-0.333
B164307	0	1.444	1.333	0.333	2	-2.889	-1.556	-0.778	-2.111
B164312	1.222	1	2	-0.111	1.778	-2.556	-1.556	0.111	-2.778
B164316	1.111	2.222	2.333	1.111	2.667	-2.778	2.333	0.333	-1.556
B164317	0.556	-1.556	0	-1.111	-0.444	0	0.889	-2.778	-2.444
B164324	1.889	-0.889	2	-0.444	2.222	-3	-2.111	0.778	-2.889
B164329	1.333	1	1.222	-0.556	2.556	-2.556	-0.778	1.444	-2.444
B164336	1.778	0.667	2.667	0.333	1.333	-2.667	-1.667	0.667	-2.667
B164337	2	2	2	2	2	2	2	2	2
B164361	1.667	0	3	-0.111	2.333	-3	-2.444	-0.556	-2.667
B164366	2.222	1.667	2.111	0	1.778	-2	-0.889	1.667	-1
B164428	1.333	0.556	2.556	-0.222	2.778	-2.889	-2.444	2.333	-2.889
B164460	1.889	0.444	0	0	1.556	-3	-3	1	-2.889
B164478	0.889	0.889	1.111	-0.333	1.556	-2.778	-1	-0.222	-1.333
B164481	1.333	-0.778	2.778	-0.222	1.444	-2.889	-2.778	0.333	-1.778
B164504	2.333	-0.667	1.222	0.111	2	-2.889	-3	0.333	-3
B164517	0.333	0.667	1.222	-0.111	2.333	-1.111	-0.111	0.222	-1.778
B164520	0.667	1.556	1.889	0.333	1.889	-1.889	1.778	0.222	1.333
B164527	2	1.222	2.889	0	2.556	-3	-3	1.444	-3
B164576	1.667	0.111	1.222	0	1.444	-1.889	-1.889	0.333	-2.778
B164587	2.444	1	2.889	0.444	2.667	-2.222	-1.333	1.778	-1.222
B164591	0.778	0.222	0.556	0	1	-1.778	-0.222	0.444	-2.444
B164601	0.889	1.222	1.111	1	1.333	1.222	1.111	1.333	1
B164607	1.111	1.556	2.111	-0.333	2.333	-2.667	-1.778	2.111	-2
B164624	-0.556	1.222	2.111	-0.444	2.667	-1.444	0.444	-1	-3
B164643	1.444	1.111	2.111	-1.556	1.778	-2.333	0	2.111	1.444
B164673	2.333	1.444	2.778	0.778	3	-2.778	-2.222	1.667	-2.778
B164676	1	0.778	1.444	-0.778	1.556	-2.889	-2.667	1.778	-2.778
B164701	-0.444	0.667	1.111	-1	1.667	-3	0.333	-2	-3
B164741	2.222	1.889	1.889	0.444	2.333	-1.556	0.889	1.556	0
B164752	0.111	-0.889	-0.556	-0.111	2.333	-3	-2.333	-2.556	-2.444
B164786	-0.333	-0.222	0.889	-1.556	0.778	-2.889	-0.556	0.889	-1
B164799	2.444	0.333	2	0.222	2.778	-2.778	-3	0.333	-1.333
B164806	2.222	0	2.222	0	2.222	-2.889	-2.444	2	-2.667
B164828	0.444	0.333	2.222	-0.111	0.667	-1.778	-2.333	1.333	-2.778
B164829	-0.111	0.222	1.222	-0.889	1.889	-2.889	-2.333	0.111	-3
B164838	2.889	1.222	2.444	0	1.778	-1.778	-1.778	2	0.444
B164854	-0.111	-0.222	-0.667	-1.333	1.111	-2.222	-0.444	-0.667	-2
B164894	1.889	2.111	3	0.778	2.889	-3	-0.778	2.556	-1.556
B164924	2	-0.889	0.889	-1.444	1.444	-3	-3	0.667	-3
B164966	0.889	0.667	2.556	0.222	1.667	-1.778	-1.111	0.222	-2.111
B164967	0.444	0.222	0.889	-0.222	1.333	-1.111	-1.111	1.556	-2.111
B165013	1.889	1.333	3	1.222	2.889	-3	-3	0.889	-3
B165029	2	0.778	2.444	-0.111	2.444	-3	-1.333	-2.111	-2.222
B165036	1.222	1	0.222	-0.333	1.222	-2.889	-1.556	0.667	-2.222
B165061	1.889	0.444	2.222	0.444	2.333	-2.111	-0.889	0.889	-1.556
B165079	1.889	0.111	-0.333	-1.333	2.333	-3	-1.667	-2.778	-2.667
B165146	-1.889	-1.444	0.444	-2.333	0.444	-3	-3	-2	-3
B165148	2.667	0.111	2.556	0	3	-3	-2.444	-1	-2.889
B165155	1.222	-2.111	1.778	-0.444	0.778	-3	-2.889	0.556	-2.889
B165161	0.556	0.444	0.333	0	0.333	-0.889	0.111	0.889	-0.333
B165169	0	-0.889	0.444	-0.222	0.778	-2.667	-2.111	1.222	-2.556
B165178	0.333	0	1.444	-0.111	0.778	-2.778	-2.556	0	-2.111
B165193	1.556	1.333	2.444	-0.667	2.222	-2.333	-1	1.778	-1.444
B165197	1	-1.111	1.222	-0.111	1.778	-3	-2.444	-1.778	-2.444
B165208	-0.444	-1.444	0	-1.556	-1.333	-2.333	-1.889	-1.444	-1.889
B165211	2.444	0.889	2.222	-0.111	1.111	-3	-3	2.111	-2.889
B165213	0	0	0	0	0	0	0	0	0
B165221	1.778	0.444	2.556	-0.222	2.556	-3	-0.667	0.889	-2.889
B165227	-1.111	0.111	2.111	0.222	0.889	-2.667	-1.667	1.333	2.333
B165255	0.444	0.778	0.667	0.111	0.556	-0.333	-0.222	0.556	0
B165301	0.667	0.889	1.111	-0.444	2.111	-2.667	-0.556	1.333	-1.556
B165303	1.556	1	1.222	-0.222	2.556	-2.778	-1.778	1.778	-2.556
B165308	1.333	-0.111	3	2	3	-2.222	-2.556	-2.667	-2.889
B165310	1.111	1.556	2.889	2	2.889	-2.556	0.111	1	-1.444
B165333	1.444	0.556	2.778	-0.111	2.222	-2.778	-2.222	0	-1.889
B165339	0	-0.222	0.111	-0.778	0.889	-2	-1.111	1.444	-2.111
B165374	0	-0.333	1.111	0	0.333	-1.556	-0.778	0.667	-1.778
B165402	0.333	0.333	1.556	0.333	2.111	-2.444	-1.111	1.667	-3
B165405	0.556	0.444	1.333	0.111	0.778	-0.667	-0.111	1.222	-0.556
B165454	1.333	-1.333	0.444	-1.889	2.667	-3	-2.556	0.222	-2.778
B165468	1.222	0.889	1.667	0	1.444	-1.556	-0.667	1.444	-1.556
B165476	1.333	1.889	1.889	0.222	2.889	-3	-3	0.889	-2.889
B165488	1.444	1.111	1.222	0	2.667	-3	-2.778	0.444	-2.222
B165501	0.667	0.222	1.667	0.444	1.778	-2.444	-0.778	-2.222	0.111
B165511	-0.444	-1	-0.667	-1.556	0	-0.444	0.222	0.333	1
B165513	0.111	0.667	2	0	2.333	-2.889	-2.778	1.444	-2.556
B165522	2.222	2.111	3	-0.222	2.333	-3	-2.333	3	-3
B165526	1.444	0.111	0.889	0.111	2	-1.111	-0.889	1	-1.444
B165581	1.889	0.444	2.778	0.667	3	-3	-3	0.333	-3
B165595	1.333	-0.667	3	0.222	2.778	-3	-3	0.333	-1
B165636	1.889	0.889	2.556	-0.222	2.556	-2.889	-2.444	1.667	-2.333
B165640	1.333	0.444	1.111	-0.556	0.556	-1.222	-0.889	0.667	-0.222
B165686	1.222	1.556	1.667	0.222	1.111	-1.667	-0.778	0.444	-1.222
B165708	1.333	1.333	1.444	-0.556	2.778	-2.444	-1.222	1.556	-0.889
B165770	1.222	1.333	2.333	-0.111	2	0.444	1.667	1.333	0
B165775	0.111	1.667	2.333	-0.444	2.111	-2.889	0.111	0.333	-2.778
B165795	0.778	-2	-0.333	-1	-0.333	-3	-2	-0.111	-2.889
B165797	2.778	1.111	2.222	0	2.111	-3	-2.889	1.111	-3
B165821	0.556	0.444	2.667	-0.333	2.333	-2.222	-1.778	0.333	-2.333
B165825	0.778	0.222	1.556	-0.333	2	-2.667	-2	-0.889	-1.778
B165830	1.111	0.778	1.222	0	1.778	-3	-2.556	1.111	-2.667
B165839	1.222	0.444	2.333	0.222	1.889	-2.444	-1.889	0.222	-1.333
B165856	0.111	-0.333	2.111	-1.222	1.444	-2.889	-0.667	0.778	-1.778
B165862	0	-0.889	2	-1.889	-0.222	-2.778	-2.222	-0.556	-2
B165912	0.778	1.778	2.333	-0.222	2.111	-3	-3	-1.667	-2.889
B165920	2	1	2.333	0.667	2.333	-1.889	-1	-0.111	-2.444
B165928	0.444	-0.667	1.222	0	1.444	-2.889	-2.222	-1.889	-2.444
B165935	0.667	0.778	0.889	-0.667	1.556	-2.333	-1	0.444	-2.444
B165936	0.889	0.222	0.556	0.111	1	-1.556	-1	0.778	-0.111
B165937	2	2.111	2.222	1.889	2.222	2.111	2.111	2.222	2.111
B165938	1.778	0.889	3	0.222	3	-2.889	-2.889	0.444	-1.222
B165953	0.667	-0.111	0.778	0.111	1.889	-2.222	-1.556	-0.222	-2.222
B165954	-0.222	0.889	2	-0.889	2.333	-2.889	-2.111	0.778	-2
B165956	0.333	0	0.444	0	0.444	-1	0	0.889	-0.222
B165965	0.222	-0.333	1.222	-0.667	1.111	-2.778	-2	-0.333	-1.889
B165973	2	2.333	1.889	1.333	1.778	2.222	1.444	2.333	1.556
B165988	1	0.778	1	0.778	1	0.222	1.111	1.667	1
B165992	0.778	-1.667	1.556	-0.444	2.333	-3	-3	-0.778	-2.778
B166021	2.111	2.222	3	0.333	3	-2.778	-2.222	0.778	-2.778
B166050	0.556	0.222	0.778	0.333	2.111	-2.333	0.556	0.333	-2.111
B166109	0.556	-1.111	0.778	-1.111	1.778	-2.889	-1.556	-2.444	-2.333
B166134	0.222	0	0.444	-0.111	0.444	-1.444	-1.333	-0.111	-2.667
B166176	1.333	-0.778	1.222	-0.778	1.333	-2.889	-2.667	1	-3
B166179	0.667	0.556	2.444	0.111	2.222	-2.556	-2.667	1.667	-2
B166180	2.222	0.667	1.778	0.444	1.667	-2.222	-1.889	1.111	-0.778
B166201	0.222	1.222	0.889	0.222	1.556	0.778	1.556	0.889	0.889
B166246	-0.111	-0.111	2.222	-1	2.222	-1.667	-1.556	1.111	-2.778
B166251	-0.111	-1.111	-0.333	-0.111	1	-1.444	0.444	-1.333	0.222
B166254	0.889	0.778	2.333	-0.222	2.889	-3	-3	-0.111	-2.889
B166265	0.222	0.333	2.667	-0.333	2	-2.222	-2.222	0.889	-0.333
B166296	1.444	-0.111	0	-0.778	0.556	-2.667	-2	0.333	-2.778
B166306	0.333	0	0	-0.222	0.444	-0.333	-0.111	1	-0.111
B166328	1	1.222	2	-0.556	2.556	-2.333	-2	1.111	-0.889
B166340	0.667	0.778	2.556	-0.222	2.778	-3	-3	-1.778	-2.889
B166347	2.111	1.444	2.778	-0.222	2.667	-2.667	-1.222	0.333	-2.111
B166367	2.111	1.556	1.889	0.889	1.778	-3	-2.333	1.444	-1.778
B166380	1.333	1.333	1.111	0.222	2.556	-1.111	-0.111	1.667	-0.889
B166381	3	3	3	2	3	-1.667	-2.444	0.111	-0.333
B166382	-1.333	-1.778	1.556	-1.444	0.778	-2.889	-2.444	-2	-2.444
B166395	1.222	1.111	2	1	1.667	0.111	0.556	1	-1.667
B166414	1.222	0.222	2.333	-0.222	1.111	-2.444	-1.778	0.889	-2.333
B166430	1.111	0	1.222	0.111	1.889	-2.222	-1.111	0.111	-1.889
B166437	0.444	-0.778	0.889	-0.667	1.444	-3	-2.444	0.778	-2.333
B166439	0.889	0.667	0.778	-1	1.111	-2.222	-1.111	1.778	-1.667
B166441	1.556	2.111	2.778	-0.444	2.333	-1.444	-1.778	2.333	-1.778
B166446	1.222	0.333	0.889	-0.111	1.444	-2.444	-1.556	-0.222	-1.556
