Project	Respondent_ID  ID	GRPRT_img1050_PRT  {#IMG_1050} :	GRPRT_img1120_PRT  {#IMG_1120} :	GRPRT_img1300_PRT  {#IMG_1300} :	GRPRT_img1301_PRT  {#IMG_1301} :	GRPRT_img1321_PRT  {#IMG_1321} :	GRPRT_img1440_PRT  {#IMG_1440} :	GRPRT_img1441_PRT  {#IMG_1441} :	GRPRT_img1460_PRT  {#IMG_1460} :	GRPRT_img1463_PRT  {#IMG_1463} :	GRPRT_img1500_PRT  {#IMG_1500} :	GRPRT_img1525_PRT  {#IMG_1525} :	GRPRT_img1610_PRT  {#IMG_1610} :	GRPRT_img1710_PRT  {#IMG_1710} :	GRPRT_img1811_PRT  {#IMG_1811} :	GRPRT_img1930_PRT  {#IMG_1930} :	GRPRT_img1932_PRT  {#IMG_1932} :	GRPRT_img4006_PRT  {#IMG_4006} :	GRPRT_img4150_PRT  {#IMG_4150} :	GRPRT_img4220_PRT  {#IMG_4220} :	GRPRT_img4225_PRT  {#IMG_4225} :	GRPRT_img4531_PRT  {#IMG_4531} :	GRPRT_img4534_PRT  {#IMG_4534} :	GRPRT_img4537_PRT  {#IMG_4537} :	GRPRT_img4538_PRT  {#IMG_4538} :	GRPRT_img5600_PRT  {#IMG_5600} :	GRPRT_img5631_PRT  {#IMG_5631} :	GRPRT_img5660_PRT  {#IMG_5660} :	GRPRT_img5700_PRT  {#IMG_5700} :	GRPRT_img5814_PRT  {#IMG_5814} :	GRPRT_img5831_PRT  {#IMG_5831} :	GRPRT_img5833_PRT  {#IMG_5833} :	GRPRT_img5836_PRT  {#IMG_5836} :	GRPRT_img5971_PRT  {#IMG_5971} :	GRPRT_img5972_PRT  {#IMG_5972} :	GRPRT_img8031_PRT  {#IMG_8031} :	GRPRT_img8080_PRT  {#IMG_8080} :	GRPRT_img8179_PRT  {#IMG_8179} :	GRPRT_img8180_PRT  {#IMG_8180} :	GRPRT_img8186_PRT  {#IMG_8186} :	GRPRT_img8200_PRT  {#IMG_8200} :	GRPRT_img8370_PRT  {#IMG_8370} :	GRPRT_img8475_PRT  {#IMG_8475} :	GRPRT_img9050_PRT  {#IMG_9050} :	GRPRT_img9230_PRT  {#IMG_9230} :	GRPRT_img9600_PRT  {#IMG_9600} :	GRPRT_img9622_PRT  {#IMG_9622} :	GRPRT_img9902_PRT  {#IMG_9902} :	GRPRT_img9910_PRT  {#IMG_9910} :
N501	1B7BA69E-1363-E611-8111-125BDAFF1DF1	-2	-2	-2	-3	2	2	3	2	3	0	-2	1	3	0	1	2	3	3	3	3	0	0	-1	0	3	1	1	2	1	1	1	3	0	0	0	0	0	1	0	0	1	0	-1	0	0	-2	-3	-1
N501	893527A6-1463-E611-8111-125BDAFF1DF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N501	5E3371D7-1563-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	0	3	3	3	3	3	-3	3	3	3	0	1	3	3	3	3	0	0	0	0	3	3	3	3	3	3	3	3	1	1	3	3	0	3	3	3	3	-3	-2	-3	-3	-3	-3	-3
N501	90135143-1663-E611-8111-125BDAFF1DF1	0	-2	-3	-3	1	3	3	3	3	0	-2	2	3	2	1	1	3	3	2	2	0	-2	-1	-2	2	2	2	3	1	3	1	1	2	0	1	0	2	1	1	0	1	3	1	2	2	3	-1	0
N501	8D388A68-1763-E611-8111-125BDAFF1DF1	0	0	-1	-1	-1	1	1	1	1	2	-2	0	2	1	1	1	2	2	2	2	0	-1	0	-1	0	0	1	0	1	2	2	0	0	0	1	0	1	1	1	1	1	0	-2	1	-1	-1	-1	-2
N501	7BD8D6AB-1863-E611-8111-125BDAFF1DF1	-3	-3	-1	1	-3	3	3	2	3	3	-2	3	3	1	-2	-3	3	2	2	3	-2	-2	-3	-3	3	2	2	2	2	0	2	2	-2	-2	3	1	-1	-2	2	-2	2	-3	-3	-3	-3	-3	-3	-3
N501	74C8DFB1-1863-E611-8111-125BDAFF1DF1	0	-3	-1	0	0	2	2	2	3	3	-3	3	3	2	-1	-1	0	1	1	2	0	-3	0	-2	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	-3	-3	-1	-1	-3	-3	-3
N501	32BBE63C-1A63-E611-8111-125BDAFF1DF1	-1	1	-1	1	1	1	2	3	2	1	-3	1	3	3	2	1	2	3	3	3	0	0	0	-2	3	3	3	3	3	3	3	2	1	0	2	3	3	3	3	3	3	3	3	-3	-3	-3	-3	-3
N501	31B89611-2263-E611-8111-125BDAFF1DF1	-3	-3	-1	0	-1	1	1	2	2	0	-3	0	2	-3	-3	-3	3	3	3	3	0	1	0	2	2	1	0	0	0	3	2	1	-3	-3	2	2	0	0	0	2	0	-3	-3	-3	-3	-3	0	-3
N501	57451E44-2C63-E611-8111-125BDAFF1DF1	3	3	-1	2	3	3	3	2	1	2	1	3	2	3	2	2	1	2	2	2	-3	1	-1	-1	2	2	2	2	3	3	2	2	3	3	2	1	2	2	2	0	1	-2	2	3	3	-2	1	-2
N501	21BD8A7E-4563-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	3	3	0	-3	-3	3	3	3	3	0	0	0	-3	3	3	3	2	3	3	3	3	-3	-3	3	3	0	0	3	3	3	-3	-3	0	-3	-3	3	-3
N501	AA8B73C0-4563-E611-8111-125BDAFF1DF1	-1	0	-1	-1	-1	1	2	1	1	1	-1	1	1	0	-1	0	1	1	1	1	0	0	0	0	2	2	2	2	2	2	2	2	-1	-1	0	1	0	1	0	0	1	0	0	-1	-1	-1	-1	-2
N501	7A7166FC-4563-E611-8111-125BDAFF1DF1	-2	0	-2	-2	0	2	1	0	-1	0	-3	0	0	-1	0	-2	3	2	3	3	-3	-3	-3	-3	1	2	1	2	2	1	2	-1	-2	-2	1	1	0	0	0	-3	1	-3	-3	-2	-3	-3	-3	-3
N501	55B1742C-4663-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	-1	2	2	2	2	2	-1	2	3	3	0	-1	3	3	3	3	0	0	0	0	2	2	2	0	0	2	2	2	-1	1	2	2	0	2	2	2	2	2	-2	0	0	-1	-3	-3
N501	BE7015B0-4663-E611-8111-125BDAFF1DF1	-1	1	-1	-2	-1	3	3	2	3	2	-1	2	3	2	1	1	-2	-2	-1	-2	0	1	2	2	0	0	-1	0	2	2	2	2	0	1	2	2	1	1	2	2	2	0	0	2	1	1	-1	0
N501	BEBDED27-4763-E611-8111-125BDAFF1DF1	-1	-3	-3	-2	-1	2	2	2	1	1	-2	0	2	0	-2	-2	0	0	2	0	0	0	0	0	1	1	2	1	1	2	0	2	-2	-2	-2	-1	-2	-1	-1	-2	-2	-1	-1	0	-3	0	-1	-3
N501	4204E62D-4763-E611-8111-125BDAFF1DF1	-2	-2	-2	-2	-1	2	2	3	3	0	-2	2	3	1	0	-2	3	0	2	2	1	0	0	0	2	2	1	0	0	2	2	2	0	-3	2	-1	-1	1	2	1	1	-1	-2	-2	0	-1	-2	0
N501	87DEC163-4763-E611-8111-125BDAFF1DF1	-1	-1	-1	0	0	0	0	1	0	1	-1	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
N501	6C0CB67B-4763-E611-8111-125BDAFF1DF1	-3	-2	-2	-2	-3	1	-1	1	1	1	-1	1	2	0	-3	-2	0	1	0	1	-3	-2	-3	-2	2	2	1	0	-2	0	1	0	-1	0	0	-2	-1	0	-2	-2	-1	-1	-2	-3	-1	-2	-2	-1
N501	5DFB0989-4863-E611-8111-125BDAFF1DF1	-1	-1	-3	-3	0	3	2	3	2	2	-3	3	2	2	-3	-1	3	3	3	3	-3	-3	-3	-3	1	3	0	3	0	2	2	2	3	-3	2	0	1	0	2	0	1	-2	-2	1	-1	-1	-3	-3
N501	C1F60C83-4863-E611-8111-125BDAFF1DF1	3	1	0	3	3	3	3	2	0	2	3	1	3	3	3	3	3	3	3	3	-3	-3	-3	-3	0	0	1	3	3	0	1	1	3	3	1	-1	0	0	2	1	-2	-1	1	3	3	3	3	3
N501	47D1F4B8-4863-E611-8111-125BDAFF1DF1	-3	-2	-3	-1	0	1	2	1	3	-1	-3	1	1	-2	-2	-2	3	1	2	3	-2	0	0	-3	2	3	3	3	0	2	3	3	1	-2	2	1	0	2	2	0	1	-3	-3	0	-1	0	-2	-2
N501	3B80EFBE-4863-E611-8111-125BDAFF1DF1	-3	-3	0	-3	1	3	3	3	3	2	-3	3	3	3	-1	0	3	3	2	2	0	-1	0	0	3	3	3	3	2	2	3	3	1	0	3	2	1	2	2	2	3	2	0	-1	-1	1	0	-3
N501	887CEF42-4963-E611-8111-125BDAFF1DF1	-3	-3	-2	-3	-2	-2	3	3	3	3	-3	3	3	2	-2	-3	-2	-2	-2	-2	0	2	-3	-2	3	3	3	2	3	3	3	3	-1	-3	3	-3	-3	-3	0	2	0	-3	-2	-3	-3	-2	-3	-3
N501	DCD5BFD8-4963-E611-8111-125BDAFF1DF1	2	-2	-3	-2	1	3	3	3	3	2	-2	2	2	2	2	-3	-3	-2	-3	-3	0	0	-3	0	2	2	2	2	2	2	2	2	-2	-3	0	1	-1	-1	-1	0	1	-2	-3	-3	-3	-3	-3	-3
N501	27EF8D20-4A63-E611-8111-125BDAFF1DF1	-3	-3	-1	-1	0	3	3	3	3	2	-1	3	3	0	-3	-2	-1	0	0	-1	0	0	1	0	3	3	3	3	1	3	1	2	-2	1	2	3	1	3	2	1	2	-3	-1	1	-1	0	-1	-2
N501	43127F56-4A63-E611-8111-125BDAFF1DF1	2	1	2	1	1	1	1	2	2	0	2	2	1	2	1	2	3	1	2	0	0	0	-3	-1	2	0	2	3	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	3	2	1	1
N501	31127F56-4A63-E611-8111-125BDAFF1DF1	2	-1	1	2	1	2	1	1	1	1	-1	1	2	2	1	2	1	-1	2	2	0	-1	0	1	2	2	1	3	1	2	2	-1	3	3	1	1	2	2	3	2	1	-2	0	-2	1	0	1	1
N501	53CC5498-4A63-E611-8111-125BDAFF1DF1	-2	-1	-2	-1	-1	1	1	1	1	0	-1	1	1	1	-3	-3	1	0	1	1	0	1	-2	0	1	1	1	1	-2	1	1	1	-3	-1	1	1	-2	1	1	1	0	-3	-3	-2	-2	-2	-2	-2
N501	BA0E4D9E-4A63-E611-8111-125BDAFF1DF1	-3	-3	-3	-2	0	3	3	2	3	2	-3	1	2	1	2	1	3	3	3	3	-3	-3	-3	-3	3	3	3	3	1	3	2	2	-2	-2	2	1	3	2	3	-3	2	-1	-3	-3	-3	-3	-3	-3
N501	07714FB6-4A63-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	0	1	0	1	1	0	-1	0	1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	1	1	1	-1	0	0	2	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	-1
N501	023D0A6A-4B63-E611-8111-125BDAFF1DF1	-1	-1	-1	0	0	1	0	1	1	1	0	0	1	0	0	-1	2	2	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N501	AFE0ED81-4B63-E611-8111-125BDAFF1DF1	2	1	1	1	1	1	2	2	-1	1	1	0	1	-3	1	1	1	2	3	3	-1	-2	-3	-3	2	2	2	2	2	1	1	1	2	2	0	-1	1	-1	2	0	0	-1	0	1	1	1	0	0
N501	D03FEACE-4E63-E611-8111-125BDAFF1DF1	-1	-1	-2	-1	0	0	0	0	0	1	-2	1	1	-1	0	0	2	3	2	2	-1	0	-1	-1	0	-1	-1	-2	0	0	1	1	-1	-1	1	0	-2	2	-1	-1	0	-2	-1	-2	-1	-2	-2	-2
N501	CC9ABB2D-5863-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	-3	1	1	-1	1	-3	2	2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	1	0	0	0	0	2	0	-3	-3	-2	-3	-3	-3	0	-3	0	0	-3	-3	-3	-3	-3	-3
N501	FB06C919-5D63-E611-8111-125BDAFF1DF1	1	1	-2	0	2	3	3	3	3	2	-3	3	3	1	1	2	3	3	3	3	-2	-2	-3	-3	3	3	3	3	3	3	3	3	0	0	3	1	0	2	1	1	1	0	-3	0	-3	1	-3	-3
N501	49C182F5-5F63-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	1	1	1	1	-3	1	1	-1	-3	-3	3	3	3	3	0	0	-1	0	1	1	1	1	1	2	3	1	-3	-3	-1	-1	-2	-3	-1	0	1	-3	-3	-3	-3	-3	-3	-3
N501	2C2D8B02-8863-E611-8111-125BDAFF1DF1	-3	-3	-2	-3	0	3	3	3	3	3	-3	3	3	3	-3	-3	-3	-3	-2	-3	-1	-3	-3	-3	3	1	2	2	0	3	1	3	0	-2	3	0	0	0	0	0	1	1	0	-3	-1	0	-2	-2
N501	C624CDB4-A763-E611-8111-125BDAFF1DF1	-1	-1	-3	-3	-3	3	3	3	1	2	-1	3	2	1	0	3	3	1	2	2	0	0	0	0	2	3	1	0	3	1	3	3	-3	0	1	1	1	2	1	1	1	0	0	1	-3	1	-3	-3
N501	5E855328-AD63-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	1	1	2	1	-3	1	1	0	-3	-3	3	3	3	3	1	1	1	1	1	2	2	1	1	1	1	1	-3	-3	1	1	1	2	1	1	1	1	-3	-3	-3	-3	-3	-3
N501	DF203061-B163-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	2	2	3	1	-3	3	3	-1	-3	-3	3	3	3	3	0	2	0	0	2	1	1	0	3	2	2	1	-2	-3	2	0	0	2	0	1	0	-3	-3	-3	-3	-3	-3	-3
